question1,question2,label
Triệu chứng bệnh Thiểu ối?,Siêu âm như thế nào để khẳng định có Thiểu ối?,1
Các triệu chứng của bệnh viêm gan nhiễm mỡ biểu hiện như thế nào ?,Làm thế nòa để chẩn đoán bệnh viêm gan nhiễm mỡ ?,1
Các loại thực vật nào tốt cho người bệnh tiểu đường ?,Phụ nữ cần chú ý điều gì để phòng tránh bệnh thiếu máu ?,0
Bệnh tự kỷ ảnh hưởng như thế nào đén trẻ ?,Vì sao bị bệnh lao vú,0
Phụ nữ độ tuổi nào dễ mắc bệnh Viêm buồng trứng ?,Những triệu chứng điển hình của bệnh Viêm não Nhật Bản là gì ?,0
Tai biến nhẹ là gì ?,Biểu hiện của cơn tai biến nhẹ là gì ?,1
Tiểu đường thai kỳ là bệnh gì ?,Làm thế nào để xác định chính xác liều lượng thuốc cho bé ?,0
Nguyên nhân bệnh Hội chứng Ganser,Bố mẹ nên bổ sung những vitamin gì cho trẻ bị còi xương ?,0
Đường lây truyền của thủy đậu?,Cần làm gì để phát hiện sớm bệnh máu khó đông trong thai kỳ ?,0
Các biện pháp điều trị bệnh Viêm não Nhật Bản,Điều trị Viêm não Nhật Bản dựa vào những yếu tố gì ?,1
Đường lây truyền bệnh Viêm thanh quản mãn tính,Thoát vị bẹn là gì?,0
Phòng ngừa bệnh Lỗ tiểu đóng thấp,Chan có tác dụng gì cho mẹ bầu ?,0
Đặt thuốc viêm âm đạo sau sinh có ảnh hưởng gì không?,Đặt viên âm đạo sau sinh như thế nào là đúng ?,1
Sữa non và những điều mẹ cần biết,Sữa non chống nhiễm khuẩn cho bé được không ?,1
Mẹ dùng thuốc gì dễ khiến trẻ mắc bệnh Tinh hoàn ẩn?,Đối tượng nào dễ mắc bệnh Viêm tai xương chũm ?,0
Dạy bé tập đi - mẹ nên làm như thế nào cho đúng cách?,Việc bé châm biết đi có ảnh hưởng gì ?,1
Các biện pháp chẩn đoán bệnh Viêm dây thần kinh thị giác,Những xét nghiệm nào phục vụ chẩn đoán bệnh Viêm dây thần kinh thị giác ?,1
Cho trẻ sơ sinh đi du lịch cần chuẩn bị những gì?,Thời điểm nào là tốt nhất để cho trẻ đi du lịch ?,1
Tác dụng không mong muốn của thuốc Xonatrix là gì ?,Viêm khớp phản ứng mạn tính nên được điều trị như thế nào ?,0
4 nỗi sợ vô hình khiến quý ông 'thiếu lửa yêu',Phòng ngừa bệnh Viêm chóp xoay,0
Các thành phần của phân su có gây nguy hiểm khi thai nhi hít phải phân su không ?,Triệu chứng bệnh Bệnh lao phổi,0
Tiêm phòng cho bà bầu - những mũi tiêm cần thiết,Nguyên nhân bệnh Liệt nửa người,0
Chữa trị bệnh Lao màng phổi,Điều trị bệnh Liệt nửa người,0
Biểu hiện jet lag như thế nào?,Bệnh phong là căn bệnh gì ?,0
4 thực phẩm “trắng” mà bệnh nhân tiểu đường cần phải bỏ ngay,Người bệnh tiểu đường có nên ăn các loại thực phẩm chế biến sẵn không ?,1
Nguyên nhân gây ra bệnh  U máu gan là gì ?,Tỷ lệ gặp bệnh U máu gan là bao nhiêu ?,1
Biểu hiện của chứng bị bại liệt là gì ?,Bệnh bại liệt có những biểu hiện lâm sàng nào ?,1
Những độ tuổi nào dễ bị giãn phế quản?,Làm sao để phòng và điều trị bệnh giãn phế quản ?,1
Tổng quan bệnh Viêm đường hô hấp dưới,Xuất huyết giảm tiểu cầu là bệnh lý gì ?,0
Các biến chứng của bệnh quai bị là gì ?,Có thể chữa quai bị bằng cách nào ?,1
Đối tượng nào được chỉ định phẫu thuật bắc cầu mạch vành ?,Tắc ống dẫn tinh là gì?,0
Dấu hiệu nhận biết mang thai ngoài tử cung là gì ?,Trĩ nội có biến chứng huyết khối điều trị như thế nào?,0
Đường lây truyền bệnh Trào ngược dạ dày thực quản?,Sử dụng rượu bia nhiều có dễ bị Viêm thanh quản không ?,0
Loạn thị là gì ?,Loạn thị có chữa khỏi được không ?,1
Tổng quan bệnh Viêm đường tiết niệu,Tại sao nữ giưới hay mắc bệnh Viêm đường tiết niêu hơn nam giới ?,1
Bệnh Hôi nách có lây không,Triệu chứng bệnh Lao phổi,0
Bắt đầu ngay bằng thức ăn thô có sợ bé bị đau dạ dày không ?,Bỏ túi 12 bí kíp sau đây để nhanh chóng có thai,0
Khi nào cần đưa trẻ đến chuyên khoa răng hàm mặt khám bệnh ?,Nên cho trẻ đang mọc răng ăn uống như thế nào ?,1
Thoát vị là gì?,Hẹp bao quy đầu có ảnh hưởng tới đời sống tình dục không ?,0
Tác hại của bệnh sùi mào gà đối với phụ nữ mang thai là gì ?,Tổng quan bệnh Viêm đường hô hấp dưới,0
Phòng ngừa bệnh Thai chết lưu?,"Các biện pháp điều trị bệnh Viêm cơ, áp xe cơ",0
Chẩn đoán bệnh Ung thư buồng trứng như thế nào ?,Ung thư buồng trứng có phổ biến ở nữ giới không ?,1
Thời điểm nào tinh trùng khoẻ nhất trong ngày?,Điều trị bệnh phô dâm như thế nào ?,0
Siêu âm có phát hiện được mang thai ngoài tử cung không?,Nguyên nhân gây ra bệnh chửa ngoài tử cung là gì ?,1
Cần lưu ý gì khi xây dựng chế độ ăn uống cho trẻ 5 tuổi ?,Việc mang thai ngoài ý muốn có ảnh hưởng đến bệnh Viêm ống dẫn trứng không ?,0
Các biện pháp điều trị bệnh Viêm đại tràng,Phương pháp điều trị bệnh Hội chứng móng và xương bánh chè,0
Triệu chứng bệnh Lạc nội mạc tử cung,"Thưa bác sĩ, ghép mô tạng là gì, các mô và tạng nào có thể ghép được ạ?",0
Làm thế nào để điều trị và phòng tránh viêm màng não mủ ở người lớn ?,Bệnh Tràn dịch màng phổi được chẩn đoán dựa vào những tiêu chuản gì ?,0
Hẹp bao quy đầu có thể dẫn tới ung thư dương vật không ?,Các phản ứng phụ sau khi điều trị ung thư duong vật là gì ?,1
Xương nào trên cơ thể được sử dụng để lấy mẫu tủy xương ?,Phòng tránh bệnh Lyme,0
Sáu dưỡng chất thiết yếu cho phụ nữ?,Phụ nữ cần cung cấp đủ 6 dưỡng chất này?,1
Nguyên nhân bệnh Viêm dây thần kinh thị giác,Nguyên nhân phổ biến gây ra bệnh Viêm dây thần kinh thị giác là gì ?,1
Yếu tố nguy cơ gây nên Thiểu ối?,Bệnh Giời leo hay gặp nhất ở vùng nào của cơ thể ?,0
Natri có nhiều trong các loại thực phẩm nào ?,Cơ thể cần bao nhiêu lượng natri một ngày ?,1
Bệnh Viêm dây thần kinh thị giác ảnh hưởng đến mắt như thế nào ?,Hội chứng ruột kích thích có phải bệnh mạn tính không ?,0
Trẻ mọc răng thường sốt trong bao lâu ?,Khi nào cần đưa trẻ đến chuyên khoa răng hàm mặt khám bệnh ?,1
Tổng quan bệnh Hạ đường huyết,Vỡ tử cung có nguy hiểm không ?,0
"Sau khi điều trị u não (mổ, hóa trị và xạ trị), người bệnh được theo dõi như thế nào? Bao lâu phải chụp cộng hưởng từ hoặc chụp cắt lớp vi tính kiểm tra?",Thời gian khám lại của khối u não ác tính là bao lâu ?,1
Nguyên nhân bệnh Viêm cân gan chân là gì ?,Nên có lối sống sinh hoạt như thế nào để phòng ngừa bệnh Viêm lồi cầu ngoài xương cánh tay ?,0
Những món ăn với ngải cứu cho mẹ bầu,4 thực phẩm “trắng” mà bệnh nhân tiểu đường cần phải bỏ ngay,0
Bệnh thận đái tháo đường là bệnh gì ?,Ung thư vú có thể chữa khỏi được không ?,0
Phẫu thuật ghép bắc cầu mạch vành là gì ?,Triệu chứng của bệnh nhân mắc bệnh động mạch vành là gì ?,1
Vì sao bé hai tuổi vẫn chưa nói được và cách khắc phục,Vì sao bé chậm nói ?,1
Bệnh thoát vị đĩa đệm ảnh hưởng như thế nào đến đời sống sinh hoạt thường ngày ?,Nên tập các bài thể dục nào khi mắc thoát vị đĩa đệm ?,1
Có những xét nghiệm nào giúp chẩn đoán bệnh Giời leo ?,Các loại côn trùng gây ra bệnh viêm da tiếp xúc là gì ?,0
Vì sao bệnh tiểu đường dễ gây viêm loét tứ chi?,Viêm loét tứ chi là biến chứng của bệnh gì ?,1
Ăn lựu bị vô sinh: Dựa vào đâu nói thế?,"Thường xuyên ăn lựu, uống nước ép lựu có chống vô sinh được không ?",1
Biểu hiện bệnh U sọ hầu phụ thuộc những yếu tố gì ?,Bệnh u sọ hầu có liên quan đến các vấn đề về nội tiết không ?,1
Các phương pháp điều trị  Hội chứng Albright,Bệnh trĩ nội là gì?,0
Khi bị đau họng thì nên điều trị như thế nào ?,Uống trà có giúp làm giảm cơn đau họng không ?,1
Những lưu ý để có sức khỏe tốt ngày Tết là gì ?,Có nên dùng nhiều đồ có cồn trong ngày Tết không ?,1
Đậu đen - 'thần dược' điều trị bệnh không phải ai cũng biết,Đậu đen có những tác dụng gì ?,1
Đối tượng nào dễ mắc bệnh phô dâm ?,Nên ăn uống như thế nào để giúp tăng cân một cách lành mạnh ?,0
Mục đích của siêu âm qua thực quản trong bệnh thông liên nhĩ?,Nước quan trọng như thế nào đối với bà bầu ?,0
Bệnh suy thận có những biểu hiện gì ?,Giai đoạn đầu của bệnh suy thận có biểu hiện thành triệu chứng không ?,1
Tại sao kém hấp thu vitamin B12 ở ruột non?,Các biện pháp chẩn đoán bệnh Teo dây thần kinh thị giác?,0
Bệnh viêm xoang có bị lây không,Triệu chứng bệnh Viêm xương tai chũm biểu hiện như thế nào ?,0
Sữa non là gì ?,Sữa non có thành phần gì ?,1
Chụp tử cung vòi trứng là phương pháp gì ?,Phòng ngừa bệnh Viêm buồng trứng,0
Dấu hiệu Hội chứng quai mù,Biểu hiện Hội chứng quai mù,1
Phương pháp điều trị bệnh Lao ruột,Những chất mà phụ nữ có thai bắt buộc phải bổ sung trong những tháng đầu thai kỳ là gì ?,0
Tức ngực có phải triệu chứng của bệnh mạch vành không ?,Làm thế nào để giảm cân sau sinh ?,0
Nguyên nhân dẫn tới tình trạng tinh trùng yếu và thiếu ở nam giới,Nguyên nhân hàng đầu gây ra vô sinh ở nam giới là gì ?,1
Nên có lối sống và chế độ làm việc như thế nào dể phòng ngừa bệnh Xuất huyết võng mạc ?,Các nguyên nhân không do tim mạch gây thiểu năng tuần hoàn não là gì?,0
Điều trị u xơ tuyến tiền liệt như thế nào?,Đối tượng nào dễ mắc bệnh U xơ tuyến tiền liệt ?,1
Phòng ngừa bệnh Liệt mặt,bệnh Lỵ amip cấp,0
Lợi ích của việc ăn chuối là gì ?,Các tác dụng phụ của thuốc điều trị còi xương ở trẻ là gì ?,1
Bệnh do virus Ebola chủ yếu diễn ra ở đâu ?,Châm cứu có giúp điều trị thoát vị đĩa đệm khi mang thai không ?,0
Những xét nghiệm nào giúp chẩn đoán bệnh lý van hai lá ?,Ưu nhược điểm của phương pháp gây mê ngoài màng cứng là gì ?,0
Các biện pháp điều trị bệnh Xẹp đốt sống,Chỉ định của những phương pháp xâm lấn điều trị Xẹp đốt sống là gì ?,1
Điều trị bệnh Hội chứng móng và xương bánh chè,Chữa trị bệnh Hội chứng móng và xương bánh chè,1
Ung thư đại trực tràng có mổ nội soi được không ?,Triệu chứng của bệnh Viêm thanh quản mạn tính biểu hiện nhưu thế nào ?,0
Độ tuổi dễ mắc bệnh thận ứ nước?,Triệu chứng của bệnh Ung thư buồng trứng là gì ?,0
Phòng ngừa bệnh Viễn thị,Những loại thực phẩm nào có chứa Vitamin A và beta carotene ?,1
Sinh thiết thận có tác dụng gì ?,Tỷ lệ thành công của phương pháp cắt tuyến mồ hôi nách là bao nhiêu ?,0
Đường lây nhiễm bệnh Leukemia cấp,Bệnh Leukemia cấp có lây nhiễm không,1
Làm thế nào để chẩn đoán bệnh viêm đại tràng cấp ?,Phương pháp phòng ngừa bệnh Khoèo chân bẩm sinh,0
Bệnh lao kê là gì,"Phòng ngừa bệnh Viêm cơ, áp xe cơ",0
Vôi hóa cột sống là bệnh lý gì ?,Ung thư nội mạc tử cung là bệnh gì ?,0
Đánh cầu lông có ích gì ?,Tác dụng của việc đánh cầu lông thường xuyên là gì ?,1
Những lợi ích của việc phát hiện sớm bệnh HIV là gì ?,Các triệu chứng của bệnh thận biểu hiện như thế nào ?,0
Phương pháp phòng tránh bệnh Liệt dương,Làm sao để phát hiện được áp xe mô dưới da ?,0
Những nguyên nhân dẫn đến bệnh trầm cảm là gì ?,Tổng quan bệnh Dị ứng sữa,0
Những chất mà phụ nữ có thai bắt buộc phải bổ sung trong những tháng đầu thai kỳ là gì ?,Tác dụng của việc ngồi đúng tư thế khi lái xe là gì ?,0
Các biện pháp điều trị bệnh Tắc tuyến lệ ở trẻ em?,Làm sao để điều trị bệnh trầm cảm ?,0
Nguyên nhân bệnh lỵ trực khuẩn,Vì sao mắc bệnh lỵ trực khuẩn,1
6 cách giảm đau họng cấp tốc không cần dùng thuốc,Có các loại thảo dược nào giúp làm giảm đau họng ?,1
Có những xét nghiệm nào giúp chẩn đoán bệnh Dị ứng thực phẩm ?,Nam giới tinh trùng yếu nên ăn gì cho mau khỏe,0
Các phương pháp xét nghiệm HIV hiện nay là gì ?,Nếu kết quả xét nghiệm HIV dương tính thì có được thực hiện lại không ?,1
Bệnh Viêm dây thần kinh thị giác có tự hồi phục được không ?,Viêm tai giữa cấp tính có mủ có những đặc điểm gì ?,0
Các triệu chứng về dị ứng biểu hiện như thế nào ?,Nguyên nhân nào khiến bệnh nhân bị phình mạch máu não ạ?,0
Nguyên nhân gây ra bệnh vảy nến là gì ?,Làm thế nào để giảm thiểu nguy cơ mắc bệnh vảy nến ?,1
Phụ huynh nên làm gì khi trẻ bị sai khớp đầu xương khuỷu tay ?,Nguyên nhân gây ra sai khớp đầu xương khuỷu tay ở trẻ là gì ?,1
Bệnh viêm da cơ địa có tự khỏi không?,Bệnh viêm da cơ địa là bệnh gì ?,1
Xơ vữa động mạch là tình trạng gì ?,Làm thế nào để phòng tránh và điều trị suy thận ?,0
Nguyên nhân khiến trẻ mọc răng quấy khóc về đêm là gì ?,Có nên sử dụng thuốc giảm đau cho trẻ khi trẻ mọc răng không ?,1
Điều trị thận ứ nước bằng các bài thuốc nam như thế nào?,Triệu chứng bệnh Hội chứng móng và xương bánh chè,0
Viêm bờ mi được điều trị như thế nào ?,Nguyên tắc điều trị Viêm mủ màng phổi là gì ?,0
Điều trị bệnh Lao ruột,Biện pháp chữa trị bệnh Lao ruột,1
Những giải pháp thiết thực cải thiện tình trạng trẻ mắc bệnh ADHD là gì ?,Trẻ mắc ADHD có thể thành công trong tương lai không ?,1
Tác hại của muối đối với bệnh nhân tiểu đường là gì ?,Người bệnh tiểu đường có nên ăn các loại thực phẩm chế biến sẵn không ?,1
Triệu chứng của bệnh viêm vòi trứng biểu hiện như thế nào ?,Siêu âm đầu dò có tác dụng gì ?,1
Người cao tuổi có dễ mắc bệnh Giời leo không ?,Tổng quan bệnh Tắc ống dẫn trứng?,0
Gây mê có tác dụng gì ?,Tại sao những người hút thuốc cần gây mê liều cao ?,1
Các giai đoạn trẻ mọc răng cần lưu ý là gì ?,Việt Nam thuộc top 5 nước nạo phá thai nhiều nhất thế giới,0
Bệnh Viêm túi tinh ảnh hưởng như thế nào đến khả năng xuất tinh ?,Nên hạn chế ăn các loại thực phẩm nào để hạn chế lượng muối ?,0
Xuất tinh sớm là hiện tượng gì ?,Nguyên nhân gây ra hiện tượng xuất tinh sớm là gì ?,1
Triệu chứng bệnh Lichen nitidus,Các biện pháp điều trị bệnh Tăng thông khí?,0
Điều trị bệnh Lao phổi,Phương pháp chữa trị bệnh Lao phổi,1
Vì sao mắc bệnh liệt ruột,Tỉ lệ xơ vữa động mạch của người dưới 20 tuổi là bao nhiêu ?,0
Đặc điểm của sốt xuất huyết là gì ?,Triệu chứng của bệnh sốt xuất huyết biểu hiện như thế nào ?,1
Các biện pháp chẩn đoán bệnh Thalassemia (Tan máu bẩm sinh),Biến chứng của bệnh suy giãn tĩnh mạch là gì ?,0
Tác dụng phụ của thuốc chống động kinh trên trẻ bú mẹ là gì ?,Việc dùng thuốc chống động kinh trong thời kỳ mang thai ảnh hưởng đến mẹ và bé ra sao ?,1
Kinh nguyệt là gì ?,Phụ nữ điêu khắc lông mày có nguy hiểm không?,0
Dấu hiệu ung thư vòm họng giai đoạn cuối,Ung thư thường biểu hiện rõ nhất ở giai đoạn nào ?,1
Võng mạc có chức năng gì ?,Thời gian khám lại của bệnh nhân điều trị u não thông thường là bao nhiêu ?,0
Xét nghiệm PSA nhằm mục đích gì ?,Tại sao nên làm xét nghiệm PSA ?,1
Biện pháp chữa trị bệnh Lao hạch,Những tác hại do nghiện tình dục gây ra là gì ?,0
Sai lệch tổng hợp testosterone do gì?,Phòng ngừa bệnh Thai trứng (chửa trứng)?,0
Dài bao quy đầu có gây nên ung thư dương vật không ?,Làm thế nào để điều trị dài bao quy đầu ?,1
Từ 2-4 tuổi trẻ đã tự ý thức được giới tính của mình chưa ?,Giai đoạn từ 4-6 tuổi trẻ có biểu hiện như thế nào ?,1
Bệnh thoái hóa cột sống thắt lưng có lây truyền được không ?,Đường lây truyền bệnh Dịch hạch,0
Viêm gan C là bệnh gì ?,Mẹ cần làm gì để phòng tránh bệnh viêm gan C ?,1
Tổng quan bệnh Viêm cân gan chân,Triệu chứng nổi bật nhất trong viêm gan chân là gì ?,1
Các biện pháp chẩn đoán bệnh Dị ứng thực phẩm,Phương pháp cắt tuyến mồ hôi nách là gì ?,0
Khi nào phải vệ sinh vùng kín?,Nguyên nhân quan trọng gây ra thoái hóa cột sống cổ là gì ?,0
Cần từ bỏ những thói quen gì để có thể tăng cân ?,Nên vận động như thế nào để có thể tăng cân ?,1
Viễn thị là bệnh lý gì ?,Các biện pháp chẩn đoán bệnh Lao vú,0
Những xét nghiệm nào được chỉ định để chẩn đoán Xuất huyết giảm tiểu cầu ?,Các biện pháp điều trị bệnh Viêm dây thần kinh thị giác,0
Nguyên nhân  Hội chứng quai mù,Cần lưu ý gì để đảm bảo khí dư không xuất hiện ?,0
Ngăn ngừa và phát hiện ung thư trực tràng giai đoạn đầu,Có những cách nào để ngăn chạn bệnh Ung thư trực tràng ?,1
Cắt giảm 5 loại đồ ăn dưới đây để giảm cân,Các biện pháp chẩn đoán bệnh Áp xe,0
Nguyên nhân gây ra tăng Ure máu là gì ?,Cần làm gì để phát hiện sớm tăng Ure máu ?,1
Nguy cơ lớn nhất của bệnh Tắc vòi trứng?,Tổng quan bệnh Suy thai trong tử cung,0
Kinh nguyệt phụ nữ chịu ảnh hưởng của các yếu tố gì ?,Làm sao để điều trị và phòng tránh bệnh Viêm phế quản ?,0
Nguyên nhân khiến trẻ bị giật mình khi ngủ là gì ?,Nguyên nhân khiến trẻ bị trớ sữa là gì ?,1
Chuối có tác dụng gì đối với cơ bắp ?,Lợi ích khi ăn chuối đối với những người tập gym là gì ?,1
Các biện pháp chẩn đoán  Hội chứng Albright,Chẩn đoán  Hội chứng Albright như nào,1
Mẹ dùng thuốc gì dễ khiến trẻ mắc bệnh Tinh hoàn ẩn?,Bệnh Lao màng phổi có biểu hiện như nào,0
Triệu chứng bệnh Hội chứng hông vũ công như nào,5 cách đáng kinh ngạc giúp tẩy da chết cho đôi môi ngọt ngào,0
Khi nào thiếu máu thiếu sắt cần truyền hồng cầu lắng?,Cần thực hiện những biện pháp gì để phòng ngừa bệnh Viêm màng hoạt dịch ?,0
Điều kiện đủ để chẩn đoán xác định bệnh Lao phổi là gì ?,Dấu ấn ung thư CA 125 là gì?,0
Có những loại thuốc nào điều trị bệnh còi xương ở trẻ ?,Các tác dụng phụ của thuốc điều trị còi xương ở trẻ là gì ?,1
Phương pháp nào giúp phát hiện sớm bệnh Thalassemia ?,Những triệu chứng điển hình của bệnh Viêm não Nhật Bản là gì ?,0
Trẻ sơ sinh có dùng được thuốc mỡ tra mắt không?,Bệnh tắc tuyến lên biểu hiện như thế nào ?,1
Biện pháp điều trị bệnh Khoèo chân bẩm sinh,Phương pháp chữa trị bệnh Khoèo chân bẩm sinh,1
Một số yếu tố làm tăng nguy cơ mắc trào ngược dạ dày thực quản?,Siêu âm thai có chắc chắn chẩn đoán được thai chết lưu không?,0
Các biện pháp điều trị bệnh Viêm cân gan chân,Có những bài tập nào giúp điều trị bệnh Viêm gan chân ?,1
Bệnh lỗ tiểu đóng thấp,Bị bệnh thận đa nang có nên sinh con không?,0
Miếng lót Bobby được cấu tạo như thế nào ?,Những thói quen sinh hoạt nào giúp phòng ngừa bệnh Viêm bàng quang ?,0
Dấu hiệu báo hiệu thai chết lưu?,Điều trị bệnh Hắc lào ở trẻ em như thế nào ?,0
Táo bón có lây không?,Nguyên nhân bệnh Thalassemia (Tan máu bẩm sinh),0
Cách tính tuổi thai IVF như thế nào là đúng?,Triệu chứng của bệnh sỏi thận có dễ phát hiện không ?,0
Huyết trắng có vị chua là biểu hiện của bệnh gì ?,Tại sao huyết trắng lại có vị chua ?,1
Nghề nghiệp nào có liên quan đến bệnh Thoái hóa cột sống cổ ?,Nhóm tuổi nào ở trẻ mắc bệnh tự kỷ nhiều nhất ?,0
Bệnh viêm màng não có tỉ lệ di chứng cao,Biến chứng hay gặp của bệnh VIêm màng não là gì ?,1
Công dụng của các bài thuốc cổ truyền trong điều trị gút là gì ?,Sau điều trị nên theo dõi như thế nào ?,0
Khối thoát vị vùng bẹn-bìu gây nguy hiểm gì nhất?,Có những phương pháp nào điều trị lẹo mắt ?,0
Các biện pháp điều trị bệnh Viêm não Nhật Bản,Phương pháp điều trị Viêm não Nhật Bản hữu hiệu nhất là gì ?,1
Cách lấy gỉ mũi cho trẻ chỉ bằng một chiếc khăn giấy mẹ nên biết,Khi nào thì nên lấy dịch mũi cho trẻ ?,1
Bệnh quai bị xuất hiện chủ yếu vào thời điểm nào ?,Những biến chứng nguy hiểm của bệnh quai bị là gì ?,1
Nguyên nhân gây ra phù nề sau sinh ở chân là gì ?,Cách phòng ngừa bệnh loét hành tá tràng,0
Trị mụn trứng cá ở mũi như thế nào là đúng cách ?,Tiểu đường là gì?,0
Cảm lạnh gồm có những dấu hiệu gì ?,Khi bị đau họng thì nên điều trị như thế nào ?,1
HIV là gì ?,Những lối sống lành mạnh nào giúp phòng ngừa bệnh Xơ vữa động mạch ?,0
Người bệnh đái tháo đường và tăng huyết áp có dễ mắc bệnh đái tháo đường không ?,Tác hại của ngộ độc nhôm là gì ?,0
Phòng ngừa bệnh Viêm chóp xoay,Phương pháp đầu tay trong điều trị bệnh lý Viêm túi tinh là gì ?,0
Thoái hóa khớp gối ảnh hưởng đến cuộc sống như thế nào ?,Đối tượng nào hay gặp thoái hóa khớp gối nguyên phát ?,1
Viêm họng là tình trạng gì ?,Viêm họng có các triệu chứng gì ?,1
4 xét nghiệm cần thiết phát hiện bệnh gout,Tai biến mạch máu não là bệnh gì ?,0
Các triệu chứng muộn của thận đa nang ?,Phát hiện bệnh thận đa nang qua cận lâm sàng như thế nào?,1
Điều trị bệnh Lao hạch,Phương pháp điều trị bệnh Lao hạch,1
Chẩn đoán vô kinh dựa vào những tiêu chuẩn gì ?,Các loại xét nghiệm nào giúp chẩn đoán vô kinh thứ phát ?,1
Các biện pháp chẩn đoán bệnh Tiêu chảy cấp?,Nguyên nhân gây ra viêm loét dạ dày là gì ?,0
Đối tượng nào có thể mắc bệnh viêm đường tiết niệu ?,Bệnh viêm đường tiết niệu có thể gây vô sinh không ?,1
Các yếu tổ nguy cơ trong bệnh Viêm thanh quản cấp là gì ?,Lao hạch là gì,0
Viêm tai ngoài ở trẻ nên uống thuốc gì?,Điều trị viêm tai ngoài như thế nào ?,1
Phương pháp phòng bệnh Viêm tai xương chũm tốt nhất là gì ?,Cần làm gì khi bị Viêm tai giữa cấp tính để phòng ngừa bệnh Viêm tai xương chũm ?,1
Biểu hiện bệnh Lao cột sống,Bệnh Lao cột sống có biểu hiện như nào ,1
Các biện pháp chẩn đoán bệnh Thoái hóa võng mạc?,Biện pháp nào có thể chẩn đoán xác định bệnh thoái hóa võng mạc?,1
Các biện pháp chẩn đoán bệnh Khoèo chân bẩm sinh,Bệnh trào ngược dạ dày thực quản xảy ra khi nào?,0
Các xét nghiệm tìm biến chứng thận của bệnh tăng acid uric máu?,Tôi có nên làm xét nghiệm HIV?,0
Đường lây truyền bệnh Viêm não Nhật Bản,Bệnh Viêm não nhật Bản lây truyền như thế nào ?,1
Bệnh nhân bị u não có thể sống được bao lâu ạ?,Tỷ lệ sống thêm của bệnh nhân u não sau điều trị là bao nhiêu ?,1
Phòng ngừa bệnh Viêm buồng trứng,Có các mức độ hưởng trợ cấp thai sản nào ?,0
Bệnh lý nào gây giảm hấp thu sắt?,"Những yếu tố nguy cơ dẫn đến bệnh Viêm loét dạ dày – tá tràng là gì, thưa bác sĩ?",0
Sử dụng mật ong chữa viêm phế quản cho bé như thế nào ?,Công dụng của mật ong đối với trẻ là gì ?,1
Cơn đau trong bệnh mạch vành khác cơn đau bình thường như thế nào ?,Nếu chu kỳ kinh nguyệt không đều thì nên làm gì ?,0
Giải đáp thắc mắc: Vì sao bị suy thận?,Vitamin E có tác dụng gì cho phụ nữ sau khi sinh?,0
Bệnh hẹp van hai lá diễn biến như thế nào ?,Tỷ lệ tử vong của bệnh Hẹp van hai lá nếu không điều trị là bao nhiêu ?,1
Bệnh sỏi đường mật ngoài gan biểu hiện như thế nào ?,Phân của bệnh nhân mắc bệnh sỏi đường mật ngoài gan có màu gì ?,1
Phòng tránh Hội chứng quai mù,Phương pháp phòng ngừa  Hội chứng quai mù,1
Triệu chứng bệnh Tăng acid uric máu?,Hạt tophi là gì?,1
Các mẹ nên chọn chất liệu tã vãi như thế nào ?,Các mẹ nên chọn những loại tã vải có tính chất như thế nào ?,1
Bỏ túi 12 bí kíp sau đây để nhanh chóng có thai,Những nguy cơ làm giảm khả năng có thai là gì ?,1
Tổng quan bệnh Viêm phổi ở trẻ em,Nguyên nhân sốc phản vệ trong dị ứng sữa là gì ?,0
Các biện pháp chẩn đoán bệnh Khí phế thũng,đoán bệnh Khí phế thũng,1
Các biện pháp điều trị bệnh Tiểu đường thai kỳ?,Sau sinh có phải kiểm tra lại nếu bị tiểu đường thai kì không?,1
Bệnh Lưỡi bản đồ có lây truyền không,Tác dụng của biệc bổ sung acid folic trong thời kì thai nghén là gì ?,0
Làm thế nào để chẩn đoán xác định bệnh Viêm tụy cấp ở trẻ ?,Vitamin E có tác dụng gì đối với phụ nữ ?,0
Nguyên nhân bệnh Liệt dương,Liệt dương là gì,1
Rượu vang trắng có liên quan tới ung thư da ác tính?,Rượu vang trắng có liên quan tới ung thư da ác tính?,1
Chăm sóc da cho mẹ khi trời nồm như thế nào?,Tại sao trời mưa mẹ bầu dễ bị nứt môi ?,1
Phòng ngừa  Hội chứng Albright,Phương pháp phòng tránh Hội chứng Albright,1
Không dung nạp Lactose là gì,Tổng quan bệnh Không dung nạp Lactose là gì,1
Chỉ số xét nghiệm ca 125 là gì?,Chẩn đoán bệnh Lạc nội mạc tử cung,0
Sốt Virus là gì ?,Điều trị bệnh sốt Virus như thế nào ?,1
Lối sống có ảnh hưởng đến bệnh Ung thư vú không ?,Chẩn đoán Viêm buồng trứng dựa vào những điều gì ?,0
Điều trị bệnh gan nhiễm mỡ có nguy hiểm không?,Làm sao để phòng và điều trị bệnh viêm gan nhiễm mỡ ?,1
Lưu ý về sử dụng thuốc điều trị động kinh khi mang thai,Tác hại của thuốc chống động kinh đối với trẻ bú mẹ là gì ?,1
Nên ăn chuối vào những thời điểm nào ?,Nguyên nhân không nên ăn quá nhiều chuối là gì ?,1
Những triệu chứng nguy hiểm trong 3 tháng cuối thai kì biểu hiện như thế nào ?,Cần theo dõi cân nặng trong 3 tháng cuối thai kì như thế nào ?,1
